issn_l_prefixed,issn_l,title,issns,publisher,subject,subject_top_three,subjects_all,subscribed,is_society_journal,usage,subscription_cost,ill_cost,cpu,cpu_rank,cost,instant_usage_percent,free_instant_usage_percent,subscription_minus_ill_cost,use_oa_percent,use_backfile_percent,use_subscription_percent,use_ill_percent,use_other_delayed_percent,perpetual_access_years_text,baseline_access_text,bronze_oa_embargo_months,downloads,citations,authorships,cpu_fuzzed,subscription_cost_fuzzed,subscription_minus_ill_cost_fuzzed,usage_fuzzed,downloads_fuzzed,citations_fuzzed,authorships_fuzzed
issn:0926-3373,0926-3373,Applied Catalysis B Environment and Energy,"['0926-3373', '1873-3883']",Elsevier BV,Chemistry,"Biology,Chemistry,Organic chemistry","[[""C41008148"",""Computer science""], [""C127313418"",""Geology""], [""C185592680"",""Chemistry""], [""C86803240"",""Biology""], [""C192562407"",""Materials science""], [""C121332964"",""Physics""], [""C127413603"",""Engineering""]]",False,False,1692,10123.8,507.675,13.59114,95.0,507.675,58.1956,58,9616,19,39,0,2,40,2016-2025,,,1429,20.4,0.6,low,high,high,high,high,high,medium
issn:0021-9991,0021-9991,Journal of Computational Physics,"['0021-9991', '1090-2716']",Elsevier BV,Mathematics,"Mathematics,Physics,Quantum mechanics","[[""C86803240"",""Biology""], [""C192562407"",""Materials science""], [""C33923547"",""Mathematics""], [""C121332964"",""Physics""], [""C41008148"",""Computer science""], [""C127413603"",""Engineering""], [""C205649164"",""Geography""], [""C127313418"",""Geology""], [""C185592680"",""Chemistry""]]",False,False,2145,9454.0,379.2314,13.597855,96.0,379.2314,68.8903,69,9075,21,48,0,2,30,2016-2025,,,1434,51.2,2.0,low,high,high,high,high,high,high
issn:0896-6273,0896-6273,Neuron,"['0896-6273', '1097-4199']",Cell Press,Biology,"Biology,Neuroscience,Psychology","[[""C86803240"",""Biology""], [""C15744967"",""Psychology""], [""C71924100"",""Medicine""], [""C185592680"",""Chemistry""], [""C121332964"",""Physics""], [""C41008148"",""Computer science""]]",False,False,837,2021.6,100.0392,13.758163,97.0,100.0392,83.3131,83,1922,81,2,0,1,16,2016-2025,,12,705,13.2,0.0,low,low,low,medium,medium,medium,low
issn:1878-1861,1878-1861,Journal of science and medicine in sport,"['1878-1861', '1440-2440']",Elsevier BV,Medicine,"Biology,Medicine,Physical therapy","[[""C71924100"",""Medicine""], [""C86803240"",""Biology""], [""C15744967"",""Psychology""], [""C121332964"",""Physics""], [""C41008148"",""Computer science""], [""C17744445"",""Political science""], [""C127413603"",""Engineering""], [""C33923547"",""Mathematics""], [""C205649164"",""Geography""], [""C144024400"",""Sociology""], [""C95457728"",""History""]]",False,False,312,968.8,50.3228,13.828706,98.0,50.3228,78.7312,79,918,68,11,0,1,20,2016-2025,,,278,3.4,0.0,low,low,low,low,low,low,low
issn:0091-7435,0091-7435,Preventive Medicine,"['0091-7435', '1096-0260']",Elsevier BV,Medicine,"Biology,Internal medicine,Medicine","[[""C144024400"",""Sociology""], [""C15744967"",""Psychology""], [""C33923547"",""Mathematics""], [""C17744445"",""Political science""], [""C162324750"",""Economics""], [""C41008148"",""Computer science""], [""C185592680"",""Chemistry""], [""C71924100"",""Medicine""], [""C86803240"",""Biology""]]",False,False,799,3687.0,197.875,13.865324,99.0,197.875,68.5177,69,3489,44,24,0,2,30,2016-2025,,,739,6.0,0.0,low,medium,medium,medium,medium,low,low
issn:0740-0020,0740-0020,Food Microbiology,"['0740-0020', '1095-9998']",Elsevier BV,Biology,"Biology,Chemistry,Genetics","[[""C86803240"",""Biology""], [""C185592680"",""Chemistry""], [""C127313418"",""Geology""], [""C71924100"",""Medicine""], [""C121332964"",""Physics""], [""C127413603"",""Engineering""]]",False,False,626,2857.4,129.5732,13.96855,100.0,129.5732,68.8224,69,2728,25,44,0,2,30,2016-2025,,,489,5.8,0.8,low,low,low,medium,low,low,high
issn:0016-2361,0016-2361,Fuel,"['0016-2361', '1873-7153']",,Chemistry,"Chemistry,Engineering,Organic chemistry","[[""C185592680"",""Chemistry""], [""C127413603"",""Engineering""], [""C121332964"",""Physics""], [""C86803240"",""Biology""], [""C192562407"",""Materials science""], [""C205649164"",""Geography""], [""C127313418"",""Geology""], [""C95457728"",""History""], [""C39432304"",""Environmental science""], [""C41008148"",""Computer science""]]",False,False,1423,10553.0,485.6873,14.055427,101.0,485.6873,49.6809,50,10067,14,36,0,3,48,2016-2025,,,1136,24.8,0.4,low,high,high,high,high,high,medium
issn:1090-7807,1090-7807,Journal of Magnetic Resonance,"['1090-7807', '1096-0856']",Elsevier BV,Physics,"Chemistry,Physics,Quantum mechanics","[[""C121332964"",""Physics""], [""C185592680"",""Chemistry""], [""C192562407"",""Materials science""], [""C127413603"",""Engineering""], [""C41008148"",""Computer science""], [""C71924100"",""Medicine""], [""C86803240"",""Biology""], [""C33923547"",""Mathematics""], [""C15744967"",""Psychology""]]",False,True,1537,6476.2,298.9602,14.357367,102.0,298.9602,72.0038,72,6177,34,38,0,1,27,2016-2025,,,1256,18.2,1.0,low,medium,medium,high,high,high,high
issn:0167-5877,0167-5877,Preventive Veterinary Medicine,"['0167-5877', '1873-1716']",Elsevier BV,Medicine,"Biology,Medicine,Veterinary medicine","[[""C71924100"",""Medicine""], [""C86803240"",""Biology""], [""C205649164"",""Geography""], [""C41008148"",""Computer science""], [""C33923547"",""Mathematics""], [""C127313418"",""Geology""], [""C144024400"",""Sociology""], [""C185592680"",""Chemistry""], [""C162324750"",""Economics""], [""C127413603"",""Engineering""]]",False,False,2079,5935.8,238.6706,14.359332,103.0,238.6706,80.9148,81,5697,47,34,0,1,18,2016-2025,,,1471,19.0,4.2,medium,medium,medium,high,high,high,high
issn:0190-7409,0190-7409,Children and Youth Services Review,"['0190-7409', '1873-7765']",Elsevier BV,Psychology,"Medicine,Political science,Psychology","[[""C15744967"",""Psychology""], [""C71924100"",""Medicine""], [""C17744445"",""Political science""], [""C144024400"",""Sociology""], [""C162324750"",""Economics""], [""C41008148"",""Computer science""], [""C86803240"",""Biology""], [""C33923547"",""Mathematics""], [""C138885662"",""Philosophy""], [""C205649164"",""Geography""], [""C144133560"",""Business""], [""C121332964"",""Physics""]]",False,False,857,4524.2,217.2656,14.378283,104.0,217.2656,65.0658,65,4307,28,37,0,2,33,2016-2025,,,732,2.6,1.0,medium,medium,medium,medium,medium,low,high
issn:0981-9428,0981-9428,Plant Physiology and Biochemistry,"['0981-9428', '1873-2690']",Elsevier BV,Biology,"Biochemistry,Biology,Chemistry","[[""C86803240"",""Biology""], [""C185592680"",""Chemistry""], [""C121332964"",""Physics""], [""C71924100"",""Medicine""], [""C127313418"",""Geology""], [""C192562407"",""Materials science""]]",False,True,488,2878.6,143.3843,14.424125,105.0,143.3843,61.1592,61,2735,22,39,0,2,37,2016-2025,,,434,5.4,0.0,medium,low,low,low,low,low,low
issn:1558-7878,1558-7878,Journal of Veterinary Behavior,"['1558-7878', '1878-7517']",Elsevier BV,Psychology,"Biology,Medicine,Psychology","[[""C15744967"",""Psychology""], [""C86803240"",""Biology""], [""C71924100"",""Medicine""], [""C41008148"",""Computer science""], [""C127313418"",""Geology""], [""C121332964"",""Physics""], [""C144024400"",""Sociology""], [""C127413603"",""Engineering""], [""C33923547"",""Mathematics""], [""C138885662"",""Philosophy""], [""C205649164"",""Geography""], [""C185592680"",""Chemistry""]]",False,True,193,804.8,42.6098,14.42482,106.0,42.6098,72.6488,73,762,26,47,0,1,26,2016-2025,,,183,1.0,0.0,medium,low,low,low,low,low,low
issn:0141-0296,0141-0296,Engineering Structures,"['0141-0296', '1873-7323']",Elsevier BV,Engineering,"Engineering,Physics,Structural engineering","[[""C127413603"",""Engineering""], [""C121332964"",""Physics""], [""C192562407"",""Materials science""], [""C41008148"",""Computer science""], [""C33923547"",""Mathematics""], [""C127313418"",""Geology""], [""C86803240"",""Biology""], [""C205649164"",""Geography""], [""C185592680"",""Chemistry""], [""C95457728"",""History""]]",False,False,1382,7907.6,241.3509,14.426973,107.0,241.3509,61.5583,62,7666,28,34,0,2,37,2016-2025,,,739,40.4,2.4,medium,high,high,high,medium,high,high
issn:1568-4946,1568-4946,Applied Soft Computing,"['1568-4946', '1872-9681']",Elsevier BV,Computer science,"Artificial intelligence,Computer science,Mathematics","[[""C127313418"",""Geology""], [""C205649164"",""Geography""], [""C185592680"",""Chemistry""], [""C41008148"",""Computer science""], [""C33923547"",""Mathematics""], [""C127413603"",""Engineering""], [""C138885662"",""Philosophy""], [""C121332964"",""Physics""], [""C86803240"",""Biology""], [""C162324750"",""Economics""], [""C15744967"",""Psychology""]]",False,True,258,2114.4,95.6169,14.607426,108.0,95.6169,46.3849,46,2019,12,34,0,3,51,2016-2025,,,210,4.8,0.0,medium,low,low,low,low,low,low
issn:0167-1987,0167-1987,Soil and Tillage Research,"['0167-1987', '1879-3444']",Elsevier BV,Environmental science,"Biology,Ecology,Environmental science","[[""C39432304"",""Environmental science""], [""C86803240"",""Biology""], [""C127313418"",""Geology""], [""C205649164"",""Geography""], [""C127413603"",""Engineering""], [""C185592680"",""Chemistry""], [""C95457728"",""History""], [""C121332964"",""Physics""], [""C192562407"",""Materials science""], [""C33923547"",""Mathematics""]]",False,True,1490,6403.2,258.713,14.809701,109.0,258.713,72.154,72,6144,31,42,0,1,26,2016-2025,,,1093,27.8,1.2,medium,medium,medium,high,high,high,high
issn:0019-8501,0019-8501,Industrial Marketing Management,"['0019-8501', '1873-2062']",Elsevier BV,Business,"Business,Economics,Marketing","[[""C144133560"",""Business""], [""C162324750"",""Economics""], [""C41008148"",""Computer science""], [""C17744445"",""Political science""], [""C33923547"",""Mathematics""], [""C127413603"",""Engineering""], [""C86803240"",""Biology""], [""C138885662"",""Philosophy""], [""C15744967"",""Psychology""], [""C121332964"",""Physics""], [""C144024400"",""Sociology""], [""C205649164"",""Geography""]]",False,False,840,3647.4,151.229,14.94752,110.0,151.229,72.1647,72,3496,36,37,0,1,26,2016-2025,,,639,14.2,0.6,medium,medium,medium,medium,medium,medium,medium
issn:1359-8368,1359-8368,Composites Part B Engineering,"['1359-8368', '1879-1069']",Elsevier BV,Materials science,"Composite material,Engineering,Materials science","[[""C192562407"",""Materials science""], [""C127413603"",""Engineering""], [""C121332964"",""Physics""], [""C185592680"",""Chemistry""], [""C41008148"",""Computer science""], [""C33923547"",""Mathematics""], [""C86803240"",""Biology""], [""C127313418"",""Geology""], [""C205649164"",""Geography""]]",False,False,1106,6254.2,248.2235,15.141527,111.0,248.2235,64.1217,64,6006,24,40,0,2,34,2016-2025,,,814,23.2,0.6,medium,medium,medium,high,medium,high,medium
issn:0022-4359,0022-4359,Journal of Retailing,"['0022-4359', '1873-3271']",Elsevier BV,Business,"Business,Economics,Marketing","[[""C144133560"",""Business""], [""C162324750"",""Economics""], [""C41008148"",""Computer science""], [""C33923547"",""Mathematics""], [""C138885662"",""Philosophy""], [""C17744445"",""Political science""], [""C15744967"",""Psychology""], [""C86803240"",""Biology""], [""C127413603"",""Engineering""], [""C121332964"",""Physics""], [""C144024400"",""Sociology""], [""C205649164"",""Geography""]]",False,False,355,783.8,34.5265,15.166884,112.0,34.5265,86.0753,86,749,31,55,0,1,13,2016-2025,,,292,4.4,0.2,medium,low,low,low,low,low,low
issn:0304-3894,0304-3894,Journal of hazardous materials,"['0304-3894', '1873-3336']",,Chemistry,"Biology,Chemistry,Organic chemistry","[[""C185592680"",""Chemistry""], [""C86803240"",""Biology""], [""C127413603"",""Engineering""], [""C121332964"",""Physics""], [""C192562407"",""Materials science""], [""C39432304"",""Environmental science""], [""C127313418"",""Geology""], [""C71924100"",""Medicine""], [""C41008148"",""Computer science""]]",False,False,1724,13953.4,606.5037,15.213681,113.0,606.5037,49.127,49,13347,18,31,0,3,48,2016-2025,,,1403,22.2,1.0,medium,high,high,high,high,high,high
issn:0925-2312,0925-2312,Neurocomputing,"['0925-2312', '1872-8286']",Elsevier BV,Computer science,"Artificial intelligence,Computer science,Mathematics","[[""C41008148"",""Computer science""], [""C33923547"",""Mathematics""], [""C15744967"",""Psychology""], [""C121332964"",""Physics""], [""C127413603"",""Engineering""], [""C86803240"",""Biology""], [""C138885662"",""Philosophy""], [""C162324750"",""Economics""], [""C185592680"",""Chemistry""]]",False,False,863,7571.4,331.2222,15.393734,114.0,331.2222,45.473,45,7240,11,35,0,3,52,2016-2025,,,715,10.8,0.4,medium,high,high,medium,medium,medium,medium
issn:1466-8564,1466-8564,Innovative Food Science & Emerging Technologies,"['1466-8564', '1878-5522']",Elsevier BV,Chemistry,"Biology,Chemistry,Food science","[[""C185592680"",""Chemistry""], [""C86803240"",""Biology""], [""C121332964"",""Physics""], [""C127413603"",""Engineering""], [""C192562407"",""Materials science""], [""C71924100"",""Medicine""], [""C127313418"",""Geology""], [""C41008148"",""Computer science""]]",False,True,335,1987.8,78.1442,15.57898,115.0,78.1442,63.3863,63,1910,25,39,0,2,35,2016-2025,,,251,4.4,0.4,medium,low,low,low,low,low,medium
issn:0960-8524,0960-8524,Bioresource technology,"['0960-8524', '1873-2976']",Elsevier BV,Chemistry,"Biology,Chemistry,Organic chemistry","[[""C185592680"",""Chemistry""], [""C86803240"",""Biology""], [""C127413603"",""Engineering""], [""C121332964"",""Physics""], [""C127313418"",""Geology""], [""C39432304"",""Environmental science""], [""C192562407"",""Materials science""]]",False,False,2539,14122.2,552.4756,15.651903,116.0,552.4756,65.8603,66,13570,17,49,0,2,32,2016-2025,,,1904,61.6,0.2,medium,high,high,high,high,high,low
issn:0039-9140,0039-9140,Talanta,"['0039-9140', '1873-3573']",,Chemistry,"Chemistry,Organic chemistry,Physics","[[""C185592680"",""Chemistry""], [""C121332964"",""Physics""], [""C86803240"",""Biology""], [""C192562407"",""Materials science""], [""C33923547"",""Mathematics""], [""C127413603"",""Engineering""], [""C71924100"",""Medicine""]]",False,False,1785,11851.4,542.7108,15.688727,117.0,542.7108,59.6125,60,11309,17,43,0,2,38,2016-2025,,,1581,10.4,1.0,medium,high,high,high,high,medium,high
issn:0008-8846,0008-8846,Cement and Concrete Research,"['0008-8846', '1873-3948']",Elsevier BV,Materials science,"Composite material,Materials science,Metallurgy","[[""C192562407"",""Materials science""], [""C185592680"",""Chemistry""], [""C127413603"",""Engineering""], [""C121332964"",""Physics""], [""C205649164"",""Geography""], [""C95457728"",""History""], [""C127313418"",""Geology""], [""C86803240"",""Biology""], [""C41008148"",""Computer science""], [""C33923547"",""Mathematics""]]",False,False,2777,6850.8,242.5512,15.779378,118.0,242.5512,84.9191,85,6608,42,43,0,1,14,2016-2025,,,1892,76.8,1.2,medium,medium,medium,high,high,high,high
issn:0885-2006,0885-2006,Early Childhood Research Quarterly,"['0885-2006', '1873-7706']",Elsevier BV,Psychology,"Developmental psychology,Medicine,Psychology","[[""C15744967"",""Psychology""], [""C71924100"",""Medicine""], [""C144024400"",""Sociology""], [""C17744445"",""Political science""], [""C162324750"",""Economics""], [""C33923547"",""Mathematics""], [""C138885662"",""Philosophy""], [""C41008148"",""Computer science""], [""C86803240"",""Biology""], [""C121332964"",""Physics""], [""C205649164"",""Geography""]]",False,False,393,1641.8,73.6828,15.805645,119.0,73.6828,74.7316,75,1568,32,43,0,1,24,2016-2025,,,343,3.0,0.2,medium,low,low,low,low,low,low
issn:0968-090X,0968-090X,Transportation Research Part C Emerging Technologies,"['0968-090X', '1879-2359']",Elsevier BV,Computer science,"Computer science,Engineering,Mathematics","[[""C41008148"",""Computer science""], [""C127413603"",""Engineering""], [""C33923547"",""Mathematics""], [""C162324750"",""Economics""], [""C121332964"",""Physics""], [""C205649164"",""Geography""], [""C86803240"",""Biology""], [""C144133560"",""Business""], [""C17744445"",""Political science""], [""C138885662"",""Philosophy""]]",False,False,674,3486.2,153.6842,16.032173,120.0,153.6842,69.18,69,3333,37,32,0,2,29,2016-2025,,,587,6.8,0.2,medium,medium,medium,medium,medium,low,low
issn:0309-1740,0309-1740,Meat Science,"['0309-1740', '1873-4138']",Elsevier BV,Biology,"Biology,Chemistry,Food science","[[""C86803240"",""Biology""], [""C185592680"",""Chemistry""], [""C71924100"",""Medicine""], [""C121332964"",""Physics""], [""C127413603"",""Engineering""]]",False,False,1821,7551.6,290.0307,16.156352,121.0,290.0307,75.3153,75,7262,22,53,0,1,23,2016-2025,,,1382,36.0,0.8,medium,high,high,high,high,high,high
issn:0008-6223,0008-6223,Carbon,"['0008-6223', '1873-3891']",Elsevier BV,Materials science,"Chemistry,Materials science,Physics","[[""C192562407"",""Materials science""], [""C185592680"",""Chemistry""], [""C121332964"",""Physics""], [""C127413603"",""Engineering""], [""C41008148"",""Computer science""], [""C33923547"",""Mathematics""], [""C86803240"",""Biology""], [""C127313418"",""Geology""]]",False,False,1840,11494.0,469.1207,16.438681,122.0,469.1207,63.545,64,11025,18,46,0,2,35,2016-2025,,,1514,26.6,0.6,medium,high,high,high,high,high,medium
issn:0306-9192,0306-9192,Food Policy,"['0306-9192', '1873-5657']",Elsevier BV,Economics,"Biology,Business,Economics","[[""C162324750"",""Economics""], [""C144133560"",""Business""], [""C86803240"",""Biology""], [""C17744445"",""Political science""], [""C205649164"",""Geography""], [""C95457728"",""History""], [""C144024400"",""Sociology""], [""C41008148"",""Computer science""], [""C138885662"",""Philosophy""], [""C71924100"",""Medicine""], [""C33923547"",""Mathematics""], [""C185592680"",""Chemistry""], [""C121332964"",""Physics""]]",False,False,870,2666.6,112.2448,16.690635,123.0,112.2448,82.4005,82,2554,56,27,0,1,17,2016-2025,,,750,8.0,0.4,medium,low,low,medium,medium,medium,medium
issn:0921-5093,0921-5093,"Materials science and engineering. A, Structural materials: proporties, microstructures and processing/Materials science & engineering. A, Structural materials: properties, microstructure and processing","['0921-5093', '1873-4936']",,Materials science,"Chemistry,Composite material,Materials science","[[""C192562407"",""Materials science""], [""C185592680"",""Chemistry""], [""C121332964"",""Physics""], [""C127413603"",""Engineering""], [""C127313418"",""Geology""], [""C86803240"",""Biology""], [""C41008148"",""Computer science""], [""C205649164"",""Geography""], [""C33923547"",""Mathematics""]]",False,False,2969,18676.0,765.8291,16.747308,124.0,765.8291,63.9826,64,17910,18,46,0,2,34,2016-2025,,,2501,40.8,0.6,medium,high,high,high,high,high,high
issn:0003-6870,0003-6870,Applied Ergonomics,"['0003-6870', '1872-9126']",Elsevier BV,Engineering,"Computer science,Engineering,Medicine","[[""C127413603"",""Engineering""], [""C41008148"",""Computer science""], [""C71924100"",""Medicine""], [""C121332964"",""Physics""], [""C15744967"",""Psychology""], [""C86803240"",""Biology""], [""C162324750"",""Economics""], [""C33923547"",""Mathematics""], [""C205649164"",""Geography""]]",False,False,894,3342.6,138.9966,16.795284,125.0,138.9966,78.6585,79,3204,40,39,0,1,20,2016-2025,,,766,8.8,0.4,medium,low,low,medium,medium,medium,medium
issn:0021-9797,0021-9797,Journal of colloid and interface science,"['0021-9797', '1095-7103']",,Chemistry,"Chemistry,Materials science,Physics","[[""C185592680"",""Chemistry""], [""C121332964"",""Physics""], [""C192562407"",""Materials science""], [""C127413603"",""Engineering""], [""C86803240"",""Biology""], [""C127313418"",""Geology""], [""C33923547"",""Mathematics""], [""C41008148"",""Computer science""]]",False,False,1797,14295.6,558.0775,16.897006,126.0,558.0775,54.7596,55,13738,11,44,0,2,43,2016-2025,,,1451,18.6,1.6,medium,high,high,high,high,high,high
issn:0956-053X,0956-053X,Waste Management,"['0956-053X', '1879-2456']",Elsevier BV,Engineering,"Biology,Engineering,Waste management","[[""C127413603"",""Engineering""], [""C86803240"",""Biology""], [""C39432304"",""Environmental science""], [""C185592680"",""Chemistry""], [""C121332964"",""Physics""], [""C192562407"",""Materials science""], [""C127313418"",""Geology""], [""C205649164"",""Geography""], [""C41008148"",""Computer science""], [""C95457728"",""History""]]",False,False,1366,6045.8,232.6243,16.986679,127.0,232.6243,74.9439,75,5813,30,44,0,1,24,2016-2025,,,1092,17.4,1.0,medium,medium,medium,high,high,high,high
issn:1740-1445,1740-1445,Body Image,"['1740-1445', '1873-6807']",Elsevier BV,Psychology,"Developmental psychology,Medicine,Psychology","[[""C15744967"",""Psychology""], [""C71924100"",""Medicine""], [""C86803240"",""Biology""], [""C138885662"",""Philosophy""], [""C144024400"",""Sociology""], [""C17744445"",""Political science""], [""C41008148"",""Computer science""], [""C33923547"",""Mathematics""], [""C142362112"",""Art""], [""C121332964"",""Physics""]]",False,False,367,1409.2,57.3134,17.014965,128.0,57.3134,78.3662,78,1352,41,38,0,1,21,2016-2025,,,312,3.6,0.2,medium,low,low,low,low,low,low
issn:1002-0160,1002-0160,Pedosphere,"['1002-0160', '2210-5107']",Elsevier BV,Biology,"Biology,Ecology,Geology","[[""C86803240"",""Biology""], [""C127313418"",""Geology""], [""C39432304"",""Environmental science""], [""C185592680"",""Chemistry""], [""C121332964"",""Physics""], [""C127413603"",""Engineering""], [""C205649164"",""Geography""], [""C192562407"",""Materials science""], [""C71924100"",""Medicine""], [""C95457728"",""History""], [""C33923547"",""Mathematics""]]",False,True,147,1086.4,41.2998,17.149411,129.0,41.2998,58.4036,58,1045,19,39,0,2,40,2016-2025,,,117,3.0,0.0,medium,low,low,low,low,low,low
issn:0925-4005,0925-4005,"Sensors and actuators. B, Chemical","['0925-4005', '1873-3077']",,Chemistry,"Chemistry,Materials science,Physics","[[""C185592680"",""Chemistry""], [""C121332964"",""Physics""], [""C192562407"",""Materials science""], [""C86803240"",""Biology""], [""C127413603"",""Engineering""], [""C33923547"",""Mathematics""], [""C41008148"",""Computer science""]]",False,False,1946,15470.2,638.763,17.58717,130.0,638.763,56.665,57,14831,11,45,0,2,41,2016-2025,,,1734,19.2,0.2,medium,high,high,high,high,high,low
issn:0360-1323,0360-1323,Building and Environment,"['0360-1323', '1873-684X']",Elsevier BV,Engineering,"Engineering,Geography,Physics","[[""C127413603"",""Engineering""], [""C121332964"",""Physics""], [""C205649164"",""Geography""], [""C39432304"",""Environmental science""], [""C86803240"",""Biology""], [""C41008148"",""Computer science""], [""C127313418"",""Geology""], [""C33923547"",""Mathematics""], [""C192562407"",""Materials science""], [""C185592680"",""Chemistry""], [""C95457728"",""History""], [""C162324750"",""Economics""], [""C71924100"",""Medicine""]]",False,False,1066,6797.4,234.011,17.896948,131.0,234.011,65.5917,66,6563,34,31,0,2,33,2016-2025,,,800,20.6,0.6,medium,medium,medium,medium,medium,high,high
issn:0001-4575,0001-4575,Accident Analysis & Prevention,"['0001-4575', '1879-2057']",Elsevier BV,Medicine,"Engineering,Environmental health,Medicine","[[""C71924100"",""Medicine""], [""C127413603"",""Engineering""], [""C41008148"",""Computer science""], [""C17744445"",""Political science""], [""C33923547"",""Mathematics""], [""C15744967"",""Psychology""], [""C86803240"",""Biology""], [""C121332964"",""Physics""], [""C205649164"",""Geography""], [""C162324750"",""Economics""]]",False,False,961,5631.8,211.9497,17.898652,132.0,211.9497,68.4928,68,5420,24,44,0,2,30,2016-2025,,,791,5.0,1.2,medium,medium,medium,medium,medium,low,high
issn:1383-5866,1383-5866,Separation and Purification Technology,"['1383-5866', '1873-3794']",Elsevier BV,Chemistry,"Chemistry,Engineering,Organic chemistry","[[""C185592680"",""Chemistry""], [""C127413603"",""Engineering""], [""C86803240"",""Biology""], [""C192562407"",""Materials science""], [""C121332964"",""Physics""], [""C41008148"",""Computer science""], [""C39432304"",""Environmental science""], [""C127313418"",""Geology""]]",False,False,708,6663.6,285.0767,18.0515,133.0,285.0767,50.0666,50,6379,17,33,0,2,47,2016-2025,,,672,3.6,0.0,medium,medium,medium,medium,medium,low,low
issn:0142-0615,0142-0615,International Journal of Electrical Power & Energy Systems,"['0142-0615', '1879-3517']",Elsevier BV,Computer science,"Computer science,Engineering,Physics","[[""C41008148"",""Computer science""], [""C127413603"",""Engineering""], [""C121332964"",""Physics""], [""C33923547"",""Mathematics""], [""C162324750"",""Economics""], [""C86803240"",""Biology""], [""C127313418"",""Geology""], [""C185592680"",""Chemistry""]]",False,False,618,5964.2,209.4512,18.298415,134.0,209.4512,49.1372,49,5755,19,30,0,3,48,2016-2025,,,484,7.4,0.6,medium,medium,medium,medium,low,medium,high
issn:0045-6535,0045-6535,Chemosphere,"['0045-6535', '1879-1298']",,Chemistry,"Biology,Chemistry,Organic chemistry","[[""C185592680"",""Chemistry""], [""C86803240"",""Biology""], [""C127413603"",""Engineering""], [""C39432304"",""Environmental science""], [""C121332964"",""Physics""], [""C127313418"",""Geology""], [""C192562407"",""Materials science""], [""C71924100"",""Medicine""], [""C41008148"",""Computer science""]]",False,False,1785,16610.0,552.9386,18.326104,135.0,552.9386,50.9268,51,16057,16,35,0,2,47,2016-2025,,,1326,34.0,1.2,medium,high,high,high,high,high,high
issn:1369-5266,1369-5266,Current Opinion in Plant Biology,"['1369-5266', '1879-0356']",Elsevier BV,Biology,"Biology,Chemistry,Genetics","[[""C86803240"",""Biology""], [""C185592680"",""Chemistry""], [""C71924100"",""Medicine""], [""C121332964"",""Physics""]]",False,False,1157,4273.6,141.8789,18.899013,136.0,141.8789,81.1096,81,4132,58,23,0,1,18,2016-2025,,,884,19.6,0.8,medium,medium,medium,high,high,high,high
issn:0010-2180,0010-2180,Combustion and Flame,"['0010-2180', '1556-2921']",Elsevier BV,Chemistry,"Chemistry,Organic chemistry,Physics","[[""C185592680"",""Chemistry""], [""C121332964"",""Physics""], [""C127413603"",""Engineering""], [""C192562407"",""Materials science""], [""C86803240"",""Biology""], [""C205649164"",""Geography""], [""C33923547"",""Mathematics""], [""C127313418"",""Geology""], [""C41008148"",""Computer science""]]",False,True,725,4601.0,164.9368,19.145473,137.0,164.9368,68.0274,68,4436,30,38,0,2,30,2016-2025,,,607,7.8,0.4,medium,medium,medium,medium,medium,medium,medium
issn:0360-1315,0360-1315,Computers & Education,"['0360-1315', '1873-782X']",Elsevier BV,Computer science,"Computer science,Mathematics,Psychology","[[""C41008148"",""Computer science""], [""C15744967"",""Psychology""], [""C33923547"",""Mathematics""], [""C144024400"",""Sociology""], [""C17744445"",""Political science""], [""C138885662"",""Philosophy""], [""C86803240"",""Biology""], [""C162324750"",""Economics""], [""C71924100"",""Medicine""], [""C127413603"",""Engineering""], [""C121332964"",""Physics""], [""C205649164"",""Geography""]]",False,False,988,5084.8,187.3443,19.266506,138.0,187.3443,74.283,74,4897,32,42,0,1,24,2016-2025,,,857,11.2,0.2,medium,medium,medium,medium,medium,medium,low
issn:0140-9883,0140-9883,Energy Economics,"['0140-9883', '1873-6181']",Elsevier BV,Economics,"Business,Economics,Mathematics","[[""C95457728"",""History""], [""C138885662"",""Philosophy""], [""C185592680"",""Chemistry""], [""C162324750"",""Economics""], [""C33923547"",""Mathematics""], [""C144133560"",""Business""], [""C127413603"",""Engineering""], [""C86803240"",""Biology""], [""C121332964"",""Physics""], [""C41008148"",""Computer science""], [""C17744445"",""Political science""], [""C205649164"",""Geography""], [""C127313418"",""Geology""]]",False,False,501,3611.4,122.3191,19.319329,139.0,122.3191,63.9625,64,3489,29,35,0,2,34,2016-2025,,,399,6.2,0.4,medium,medium,medium,low,low,low,medium
issn:0966-6362,0966-6362,Gait & Posture,"['0966-6362', '1879-2219']",Elsevier BV,Medicine,"Biology,Medicine,Physical medicine and rehabilitation","[[""C71924100"",""Medicine""], [""C86803240"",""Biology""], [""C121332964"",""Physics""], [""C15744967"",""Psychology""], [""C41008148"",""Computer science""], [""C127413603"",""Engineering""], [""C33923547"",""Mathematics""]]",False,True,528,3355.8,108.8194,19.321543,140.0,108.8194,68.1817,68,3247,21,47,0,2,30,2016-2025,,,402,6.6,0.6,medium,low,low,low,low,low,high
